ID, AD1, AD2, AD3, MP1, MP2, ON1, ON2, ON3, OP1, OP2, OP3, CON1, CON2, CON3, DSU1, DSU2, DSU3, DSU4, DSU5, TRY1, TRY2, TRY3, PEU1, PEU2, PEU3, PEU4, PU1, PU2, PU3, PU4, SSE1, SSE2, SSE3, SSE4, SSE5, CHECK
401, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 5, 5, 5, 5, 5, 4, 4, 4, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
402, 4, 3, 4, 6, 6, 5, 6, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 4, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
403, 4, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 3, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
404, 4, 4, 3, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 5, 5, 4, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
405, 5, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 5, 4, 6, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
406, 5, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 7, 7, 1, 6, 6, 5, 6, 6, 5, 4, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1
407, 5, 4, 4, 6, 6, 5, 5, 5, 4, 5, 5, 7, 7, 1, 6, 6, 5, 6, 7, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 1
408, 5, 4, 5, 6, 6, 5, 6, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
409, 4, 3, 3, 6, 5, 3, 4, 4, 4, 5, 4, 7, 6, 2, 6, 6, 5, 6, 6, 3, 3, 4, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
410, 4, 3, 3, 5, 5, 4, 4, 4, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 3, 6, 5, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 1
411, 4, 3, 3, 5, 5, 4, 3, 4, 4, 5, 5, 6, 6, 1, 6, 5, 5, 5, 6, 4, 3, 3, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
412, 6, 4, 4, 7, 6, 6, 6, 6, 6, 6, 6, 7, 7, 2, 7, 6, 6, 6, 7, 6, 6, 4, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1
413, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
414, 4, 5, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 6, 2, 6, 5, 5, 6, 7, 5, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 1
415, 4, 3, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
416, 5, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
417, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 5, 5, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
418, 5, 4, 5, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
419, 4, 3, 3, 6, 6, 4, 5, 5, 4, 5, 4, 7, 7, 2, 5, 5, 4, 5, 6, 5, 4, 3, 6, 5, 5, 5, 7, 6, 6, 7, 6, 6, 6, 6, 6, 1
420, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
421, 3, 3, 4, 5, 5, 3, 4, 4, 3, 5, 4, 7, 7, 1, 6, 6, 5, 6, 7, 3, 3, 2, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
422, 5, 4, 4, 7, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 5, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 1
423, 4, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
424, 5, 4, 4, 6, 6, 6, 6, 6, 5, 6, 5, 7, 6, 2, 6, 5, 5, 6, 6, 5, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 5, 5, 6, 5, 5, 1
425, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
426, 5, 5, 4, 7, 7, 6, 6, 6, 5, 6, 6, 7, 7, 2, 7, 6, 6, 6, 7, 6, 6, 6, 7, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1
427, 4, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 7, 6, 2, 6, 6, 5, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 1
428, 4, 4, 3, 5, 6, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 3, 4, 3, 5, 4, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 6, 1
431, 4, 3, 3, 6, 6, 5, 5, 6, 5, 6, 5, 7, 7, 2, 6, 6, 5, 6, 7, 5, 5, 4, 6, 5, 6, 7, 7, 6, 6, 7, 6, 6, 6, 7, 6, 1
432, 3, 3, 4, 6, 6, 5, 4, 5, 4, 5, 4, 7, 6, 2, 5, 5, 4, 5, 5, 5, 4, 3, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 1
433, 5, 4, 5, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
435, 5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 7, 7, 1, 6, 6, 6, 6, 6, 5, 6, 5, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
436, 5, 5, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 4, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 1
438, 5, 5, 4, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
439, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 1, 6, 6, 5, 6, 7, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 1
440, 4, 3, 3, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 3, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1
442, 5, 4, 5, 6, 6, 6, 5, 6, 5, 5, 5, 7, 7, 2, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
443, 3, 3, 4, 5, 4, 3, 3, 4, 4, 5, 5, 6, 6, 2, 6, 5, 5, 6, 6, 4, 4, 4, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
444, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 6, 5, 6, 6, 5, 5, 5, 6, 4, 5, 5, 6, 6, 6, 7, 6, 7, 7, 7, 7, 1
445, 4, 4, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
446, 3, 3, 4, 5, 5, 4, 4, 4, 4, 5, 5, 6, 6, 1, 5, 5, 5, 5, 6, 4, 4, 3, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
447, 7, 5, 5, 7, 7, 6, 6, 6, 6, 6, 6, 7, 7, 1, 7, 7, 6, 7, 7, 6, 6, 5, 7, 6, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 1
448, 4, 3, 4, 5, 5, 4, 3, 4, 3, 5, 5, 6, 6, 2, 6, 5, 4, 5, 6, 4, 4, 3, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 6, 1
449, 4, 4, 3, 5, 5, 4, 4, 4, 3, 5, 4, 7, 7, 1, 6, 6, 5, 5, 7, 5, 4, 3, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
450, 4, 3, 3, 5, 5, 4, 5, 5, 4, 5, 4, 7, 6, 2, 5, 5, 5, 5, 6, 5, 5, 3, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
451, 5, 3, 2, 4, 5, 4, 4, 5, 3, 5, 4, 7, 7, 2, 6, 5, 5, 6, 6, 4, 4, 3, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
453, 4, 3, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 5, 6, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
454, 5, 4, 4, 6, 6, 5, 5, 5, 5, 6, 6, 7, 7, 2, 6, 5, 5, 6, 6, 5, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
